IPA Target,IPA Actual,error_pattern
fɾ,f,reduction-C1pres-C2del
fɾ,f,reduction-C1pres-C2del
kj,kj,accurate
kj,k,reduction-C1pres-C2del
kj,kj,accurate
kj,kj,accurate
kj,k,reduction-C1pres-C2del
kj,k,reduction-C1pres-C2del
kj,k,reduction-C1pres-C2del
kj,k,reduction-C1pres-C2del
kj,k,reduction-C1pres-C2del
kj,k,reduction-C1pres-C2del
kj,k,reduction-C1pres-C2del
kj,kj,accurate
kj,k,reduction-C1pres-C2del
kj,k,reduction-C1pres-C2del
kl,kw,substitution-C1pres-C2sub
kl,kw,substitution-C1pres-C2sub
kl,kw,substitution-C1pres-C2sub
kl,k,reduction-C1pres-C2del
kl,kad͈,epenthesis
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,kəl,epenthesis
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,kl,accurate
kl,kəl,epenthesis
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,kal,epenthesis
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,w,reduction-C1del-C2pres
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kɹ,kw,substitution-C1pres-C2sub
kɹ,kw,substitution-C1pres-C2sub
kɹ,kw,substitution-C1pres-C2sub
kɹ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,kw,substitution-C1pres-C2sub
kɾ,kwʴ,substitution-C1pres-C2sub
kɾ,kɾ,accurate
kɾ,k,reduction-C1pres-C2del
kɾ,kw,substitution-C1pres-C2sub
kɾ,kw,substitution-C1pres-C2sub
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,kw,substitution-C1pres-C2sub
kɾ,kw,substitution-C1pres-C2sub
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,ɡ,reduction-C1sub-C2del
kɾ,ɡ,reduction-C1sub-C2del
lj,ʝ,reduction-C1del-C2sub
lj,ð,reduction-C1sub-C2del
lj,d,reduction-C1sub-C2del
lj,d,reduction-C1sub-C2del
lj,dj,substitution-C1sub-C2pres
lj,l,reduction-C1pres-C2del
lj,d,reduction-C1sub-C2del
lj,laj,epenthesis
lj,d,reduction-C1sub-C2del
lj,β,reduction-C1sub-C2del
lj,b,reduction-C1sub-C2del
lj,d,reduction-C1sub-C2del
lw,lw,accurate
lw,lw,accurate
lw,l,reduction-C1pres-C2del
lw,w,reduction-C1del-C2pres
mj,m,reduction-C1pres-C2del
mj,mj,accurate
mj,mej,epenthesis
mj,m,reduction-C1pres-C2del
mj,mj,accurate
mj,m,reduction-C1pres-C2del
mj,m,reduction-C1pres-C2del
mj,bej,epenthesis
mj,m,reduction-C1pres-C2del
mj,m,reduction-C1pres-C2del
mj,∅,deletion
mj,m,reduction-C1pres-C2del
mj,m,reduction-C1pres-C2del
mw,mw,accurate
mw,w,reduction-C1del-C2pres
mw,w,reduction-C1del-C2pres
mw,β,reduction-C1sub-C2del
mw,w,reduction-C1del-C2pres
mw,w,reduction-C1del-C2pres
mw,mw,accurate
mw,w,reduction-C1del-C2pres
mw,d,reduction-C1sub-C2del
mw,mw,accurate
mw,v,reduction-C1sub-C2del
mw,w,reduction-C1del-C2pres
nj,dj,substitution-C1sub-C2pres
nj,ɲ,reduction-C1del-C2sub
nj,nj,accurate
nj,ɲj,substitution-C1sub-C2pres
nj,nj,accurate
nj,ɲ,reduction-C1del-C2sub
nj,w,reduction-C1del-C2sub
nj,n,reduction-C1pres-C2del
nw,mw,substitution-C1sub-C2pres
nw,w,reduction-C1del-C2pres
nw,w,reduction-C1del-C2pres
nw,w,reduction-C1del-C2pres
nw,n,reduction-C1pres-C2del
nw,w,reduction-C1del-C2pres
nw,nw,accurate
nw,w,reduction-C1del-C2pres
nw,n,reduction-C1pres-C2del
nw,w,reduction-C1del-C2pres
nw,w,reduction-C1del-C2pres
nw,w,reduction-C1del-C2pres
pj,pj,accurate
pj,p,reduction-C1pres-C2del
pj,p,reduction-C1pres-C2del
pj,pij,epenthesis
pj,p,reduction-C1pres-C2del
pj,p,reduction-C1pres-C2del
pj,p,reduction-C1pres-C2del
pj,pin,epenthesis
pj,p,reduction-C1pres-C2del
pj,p,reduction-C1pres-C2del
pj,p,reduction-C1pres-C2del
pj,pij,epenthesis
pj,p,reduction-C1pres-C2del
pj,p,reduction-C1pres-C2del
pj,p,reduction-C1pres-C2del
pj,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pw,pw,accurate
pw,pw,accurate
pw,bw,substitution-C1sub-C2pres
pw,pw,accurate
pw,p,reduction-C1pres-C2del
pw,pw̾,substitution-C1pres-C2sub
pw,pw,accurate
pw,pw,accurate
pw,p,reduction-C1pres-C2del
pw,pw,accurate
pw,pw,accurate
pw,pw,accurate
pɹ,f,reduction-C1sub-C2del
pɹ,p,reduction-C1pres-C2del
pɹ,pr,substitution-C1pres-C2sub
pɹ,f,reduction-C1sub-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
rj,d,reduction-C1sub-C2del
rj,d,reduction-C1sub-C2del
rj,d,reduction-C1sub-C2del
rj,d,reduction-C1sub-C2del
rj,d,reduction-C1sub-C2del
rj,d,reduction-C1sub-C2del
rj,d,reduction-C1sub-C2del
rj,ɡaj,epenthesis
rj,ð,reduction-C1sub-C2del
rj,l,reduction-C1sub-C2del
rj,ɡ,reduction-C1del-C2sub
rj,d,reduction-C1sub-C2del
rw,d,reduction-C1sub-C2del
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,f,reduction-C1sub-C2del
rw,w,reduction-C1del-C2pres
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,sij,epenthesis
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sk,p,reduction-C1sub-C2del
sk,k,reduction-C1del-C2pres
sk,k,reduction-C1del-C2pres
sk,k,reduction-C1del-C2pres
sk,k,reduction-C1del-C2pres
skw,kw,reduction-C1del-C2pres-C3pres
skw,kw,reduction-C1del-C2pres-C3pres
skw,kw,reduction-C1del-C2pres-C3pres
skw,kw,reduction-C1del-C2pres-C3pres
skw,kw,reduction-C1del-C2pres-C3pres
skɹ,kw,reduction-C1del-C2pres-C3sub
skɹ,kw,reduction-C1del-C2pres-C3sub
skɹ,kw,reduction-C1del-C2pres-C3sub
skɹ,kw,reduction-C1del-C2pres-C3sub
skɹ,kw,reduction-C1del-C2pres-C3sub
sl,d,reduction-C1sub-C2del
sl,l,reduction-C1del-C2pres
sl,d,reduction-C1sub-C2del
sl,ð,reduction-C1sub-C2del
sm,sm,accurate
sm,m,reduction-C1del-C2pres
sm,hm,substitution-C1sub-C2pres
sm,hm,substitution-C1sub-C2pres
sn,n,reduction-C1del-C2pres
sn,n,reduction-C1del-C2pres
sn,n,reduction-C1del-C2pres
sp,p,reduction-C1del-C2pres
sp,p,reduction-C1del-C2pres
sp,p,reduction-C1del-C2pres
spl,p,reduction-C1del-C2pres-C3del
spl,f,reduction-C1del-C2sub-C3del
spl,p,reduction-C1del-C2pres-C3del
spl,p,reduction-C1del-C2pres-C3del
spɹ,p,reduction-C1del-C2pres-C3del
spɹ,tw,reduction-C1sub-C2del-C3sub
spɹ,pw,reduction-C1del-C2pres-C3sub
st,st,accurate
st,t,reduction-C1del-C2pres
st,t,reduction-C1del-C2pres
st,t,reduction-C1del-C2pres
st,d,reduction-C1del-C2sub
st,t,reduction-C1del-C2pres
stɹ,ʧ,reduction-C1del-C2sub-C3del
stɹ,tw,reduction-C1del-C2pres-C3sub
stɹ,t,reduction-C1del-C2pres-C3del
stɹ,ʧ,reduction-C1del-C2sub-C3del
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,tw,substitution-C1sub-C2pres
sw,tw,substitution-C1sub-C2pres
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,sw,accurate
sw,suw,epenthesis
tj,t,reduction-C1pres-C2del
tj,t,reduction-C1pres-C2del
tj,t,reduction-C1pres-C2del
tj,t,reduction-C1pres-C2del
tj,t,reduction-C1pres-C2del
tj,t,reduction-C1pres-C2del
tj,t,reduction-C1pres-C2del
tj,t,reduction-C1pres-C2del
tj,d,reduction-C1sub-C2del
tj,t,reduction-C1pres-C2del
tj,d,reduction-C1sub-C2del
tj,t,reduction-C1pres-C2del
tw,tw,accurate
tw,tw,accurate
tw,tw,accurate
tw,tw,accurate
tw,p,reduction-C1sub-C2del
tw,kw,substitution-C1sub-C2pres
tw,tw,accurate
tw,tw,accurate
tw,p,reduction-C1sub-C2del
tw,tw,accurate
tw,tw,accurate
tw,tuw,epenthesis
tw,tw,accurate
tw,tw,accurate
tw,w,reduction-C1del-C2pres
tɹ,ʧ,reduction-C1sub-C2del
tɹ,twʴ,substitution-C1pres-C2sub
tɹ,tw,substitution-C1pres-C2sub
tɹ,tr,substitution-C1pres-C2sub
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,∅,deletion
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
vɹ,n,reduction-C1sub-C2del
ɡl,ɡw,substitution-C1pres-C2sub
ɡl,ɡw,substitution-C1pres-C2sub
ɡl,ɡ,reduction-C1pres-C2del
ɡl,ɡ,reduction-C1pres-C2del
ɡl,d,reduction-C1del-C2sub
ɡl,ɡ,reduction-C1pres-C2del
ɡl,ɡ,reduction-C1pres-C2del
ɡl,ɡ,reduction-C1pres-C2del
ɡl,ɡ,reduction-C1pres-C2del
ɡl,ɡ,reduction-C1pres-C2del
ɡl,ɡ,reduction-C1pres-C2del
ɡl,d,reduction-C1del-C2sub
ɡl,ɡ,reduction-C1pres-C2del
ɡl,l,reduction-C1del-C2pres
ɡl,b,reduction-C1sub-C2del
ɡl,ɡ͈,reduction-C1sub-C2del
ɡw,ɡw,accurate
ɡw,w,reduction-C1del-C2pres
ɡw,w,reduction-C1del-C2pres
ɡw,w,reduction-C1del-C2pres
ɡw,ɡw,accurate
ɡw,ɡw,accurate
ɡw,l,reduction-C1sub-C2del
ɡw,w,reduction-C1del-C2pres
ɡw,ɡw,accurate
ɡw,w,reduction-C1del-C2pres
ɡw,w,reduction-C1del-C2pres
ɡw,w,reduction-C1del-C2pres
ɡw,w,reduction-C1del-C2pres
ɡw,w,reduction-C1del-C2pres
ɡw,b͈,reduction-C1sub-C2del
ɡw,b,reduction-C1sub-C2del
ɡɹ,ɡw,substitution-C1pres-C2sub
ɡɹ,bw,substitution-C1sub-C2sub
ɡɹ,ɡw,substitution-C1pres-C2sub
ɡɹ,ɡw,substitution-C1pres-C2sub
ɡɹ,ɡw,substitution-C1pres-C2sub
ɡɹ,v,reduction-C1sub-C2del
ɡɾ,ɡ,reduction-C1pres-C2del
ɡɾ,ɡ,reduction-C1pres-C2del
ɡɾ,n,reduction-C1del-C2sub
ɡɾ,l,reduction-C1del-C2sub
ɡɾ,ɡ,reduction-C1pres-C2del
ɡɾ,ɡɾ,accurate
ɡɾ,ɡ͈,reduction-C1sub-C2del
ɡɾ,ɡ,reduction-C1pres-C2del
ɡɾ,ɡ,reduction-C1pres-C2del
ɡɾ,ɡ,reduction-C1pres-C2del
ɡɾ,ɡan,epenthesis
ɡɾ,ɡ,reduction-C1pres-C2del
ɡɾ,d,reduction-C1del-C2sub
ɡɾ,ð,reduction-C1del-C2sub
ɡɾ,ɡ,reduction-C1pres-C2del
ɡɾ,ɡ,reduction-C1pres-C2del
ɡɾ,ɡ,reduction-C1pres-C2del
ɡɾ,ɡ͈,reduction-C1sub-C2del
ɡɾ,l,reduction-C1del-C2sub
ɡɾ,d,reduction-C1del-C2sub
ʃɹ,ʧʴ,reduction-C1sub-C2del
ʃɹ,ʧw,substitution-C1sub-C2sub
ʃɹ,ʧw,substitution-C1sub-C2sub
ʝw,w,reduction-C1del-C2pres
ʝw,ʝw,accurate
ʝw,ʝ,reduction-C1pres-C2del
ʝw,ʝw,accurate
ʧw,ʧw,accurate
θɹ,w,reduction-C1del-C2sub
θɹ,θw,substitution-C1pres-C2sub
θɹ,d,reduction-C1sub-C2del
bj,bj,accurate
bj,bij,epenthesis
bj,bij,epenthesis
bj,bj,accurate
bj,bij,epenthesis
bj,b,reduction-C1pres-C2del
bj,bj,accurate
bj,β,reduction-C1sub-C2del
bj,b,reduction-C1pres-C2del
bj,bj,accurate
bj,w,reduction-C1del-C2sub
bj,w,reduction-C1del-C2sub
bj,bj,accurate
bj,∅,deletion
bj,wej,epenthesis
bl,bᵊw,epenthesis
bl,buwˡ,epenthesis
bl,b,reduction-C1pres-C2del
bl,b,reduction-C1pres-C2del
bl,w,reduction-C1sub-C2del
bl,b,reduction-C1pres-C2del
bl,w,reduction-C1sub-C2del
bl,b,reduction-C1pres-C2del
bl,bw,substitution-C1pres-C2sub
bl,b,reduction-C1pres-C2del
bl,b͈,reduction-C1sub-C2del
bl,bw,substitution-C1pres-C2sub
bl,b,reduction-C1pres-C2del
bl,bw,substitution-C1pres-C2sub
bl,w,reduction-C1sub-C2del
bl,w,reduction-C1sub-C2del
bl,b,reduction-C1pres-C2del
bl,w,reduction-C1sub-C2del
bl,b,reduction-C1pres-C2del
bl,n,reduction-C1del-C2sub
bl,bw,substitution-C1pres-C2sub
bl,b,reduction-C1pres-C2del
bw,bw,accurate
bw,w,reduction-C1del-C2pres
bw,w,reduction-C1del-C2pres
bw,bw,accurate
bw,w,reduction-C1del-C2pres
bw,w,reduction-C1del-C2pres
bw,b,reduction-C1pres-C2del
bw,w,reduction-C1del-C2pres
bw,w,reduction-C1del-C2pres
bw,bw,accurate
bw,w,reduction-C1del-C2pres
bw,w,reduction-C1del-C2pres
bw,bw,accurate
bw,w,reduction-C1del-C2pres
bw,w,reduction-C1del-C2pres
bɹ,wal,epenthesis
bɹ,b,reduction-C1pres-C2del
bɹ,b,reduction-C1pres-C2del
bɹ,b,reduction-C1pres-C2del
bɹ,b,reduction-C1pres-C2del
bɹ,b,reduction-C1pres-C2del
bɾ,∅,deletion
bɾ,b,reduction-C1pres-C2del
bɾ,b,reduction-C1pres-C2del
bɾ,b͈,reduction-C1sub-C2del
bɾ,w,reduction-C1sub-C2del
bɾ,b,reduction-C1pres-C2del
bɾ,m,reduction-C1sub-C2del
bɾ,nan,deletion
bɾ,w,reduction-C1sub-C2del
bɾ,b͈,reduction-C1sub-C2del
bɾ,w,reduction-C1sub-C2del
bɾ,w,reduction-C1sub-C2del
bɾ,b,reduction-C1pres-C2del
bɾ,m,reduction-C1sub-C2del
bɾ,m,reduction-C1sub-C2del
bɾ,bl,substitution-C1pres-C2sub
bɾ,m,reduction-C1sub-C2del
bɾ,m,reduction-C1sub-C2del
bɾ,m,reduction-C1sub-C2del
bɾ,∅,deletion
bɾ,b,reduction-C1pres-C2del
bɾ,b,reduction-C1pres-C2del
bɾ,m,reduction-C1sub-C2del
bɾ,b,reduction-C1pres-C2del
bɾ,w,reduction-C1sub-C2del
bɾ,m,reduction-C1sub-C2del
bɾ,w,reduction-C1sub-C2del
bɾ,v,reduction-C1sub-C2del
bɾ,d,reduction-C1sub-C2del
bɾ,w,reduction-C1sub-C2del
bɾ,b,reduction-C1pres-C2del
bɾ,b,reduction-C1pres-C2del
bɾ,m,reduction-C1sub-C2del
dj,dj,accurate
dj,dj,accurate
dj,ʝ,reduction-C1del-C2sub
dj,dj,accurate
dj,j,reduction-C1del-C2pres
dj,j,reduction-C1del-C2pres
dj,dj,accurate
dj,dj,accurate
dj,dj,accurate
dj,dj,accurate
dj,dj,accurate
dj,∅,deletion
dw,dw,accurate
dw,d,reduction-C1pres-C2del
dw,w,reduction-C1del-C2pres
dw,dw,accurate
dw,dw,accurate
dw,dw,accurate
dw,dw,accurate
dw,dw,accurate
dw,d,reduction-C1pres-C2del
dw,dw,accurate
dw,dw,accurate
dw,d,reduction-C1pres-C2del
dw,dw,accurate
dw,d,reduction-C1pres-C2del
dw,dʷ,reduction-C1sub-C2del
dɹ,dɹ,accurate
dɹ,t,reduction-C1sub-C2del
dɾ,l,reduction-C1sub-C2del
dɾ,d,reduction-C1pres-C2del
dɾ,d,reduction-C1pres-C2del
dɾ,l,reduction-C1sub-C2del
dɾ,l,reduction-C1sub-C2del
dɾ,w,reduction-C1del-C2sub
dɾ,∅,deletion
dɾ,n,reduction-C1sub-C2del
dɾ,d,reduction-C1pres-C2del
dɾ,d,reduction-C1pres-C2del
dɾ,d,reduction-C1pres-C2del
dɾ,d,reduction-C1pres-C2del
dɾ,∅,deletion
dɾ,dej,epenthesis
dɾ,n,reduction-C1sub-C2del
fj,fj,accurate
fj,fij,epenthesis
fj,f,reduction-C1pres-C2del
fj,fj,accurate
fj,fj,accurate
fj,f,reduction-C1pres-C2del
fj,fj,accurate
fj,fij,epenthesis
fj,f,reduction-C1pres-C2del
fj,f,reduction-C1pres-C2del
fj,f,reduction-C1pres-C2del
fj,fij,epenthesis
fj,f,reduction-C1pres-C2del
fj,f,reduction-C1pres-C2del
fj,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fl,fj,substitution-C1pres-C2sub
fl,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fl,fw,substitution-C1pres-C2sub
fl,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fl,fal,epenthesis
fl,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fl,s,reduction-C1sub-C2del
fl,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fl,f,reduction-C1pres-C2del
fw,fw,accurate
fw,fw,accurate
fw,f,reduction-C1pres-C2del
fw,fw,accurate
fw,fw,accurate
fw,fw,accurate
fw,f,reduction-C1pres-C2del
fw,f,reduction-C1pres-C2del
fw,f,reduction-C1pres-C2del
fw,f,reduction-C1pres-C2del
fw,f,reduction-C1pres-C2del
fw,f,reduction-C1pres-C2del
fw,f,reduction-C1pres-C2del
fw,f,reduction-C1pres-C2del
fw,f,reduction-C1pres-C2del
fɹ,f,reduction-C1pres-C2del
fɹ,f,reduction-C1pres-C2del
fɾ,s,reduction-C1sub-C2del
fɾ,fij,epenthesis
fɾ,f,reduction-C1pres-C2del
fɾ,f,reduction-C1pres-C2del
fɾ,s,reduction-C1sub-C2del
fɾ,fw,substitution-C1pres-C2sub
fɾ,f,reduction-C1pres-C2del
fɾ,fw,substitution-C1pres-C2sub
fɾ,f,reduction-C1pres-C2del
fɾ,fij,epenthesis
fɾ,f,reduction-C1pres-C2del
fɾ,t,reduction-C1sub-C2del
fɾ,f,reduction-C1pres-C2del
fɾ,f,reduction-C1pres-C2del
fɾ,f,reduction-C1pres-C2del
fɾ,f,reduction-C1pres-C2del
fɾ,fw,substitution-C1pres-C2sub
fɾ,f,reduction-C1pres-C2del
fɾ,f,reduction-C1pres-C2del
kj,kj,accurate
kj,kj,accurate
kj,kj,accurate
kj,kj,accurate
kj,k,reduction-C1pres-C2del
kj,kj,accurate
kj,kj,accurate
kj,kj,accurate
kj,kj,accurate
kj,k,reduction-C1pres-C2del
kj,k,reduction-C1pres-C2del
kj,kj,accurate
kj,k,reduction-C1pres-C2del
kj,k,reduction-C1pres-C2del
kj,kj,accurate
kj,k,reduction-C1pres-C2del
kj,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,kw,substitution-C1pres-C2sub
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,s,reduction-C1del-C2sub
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,s,reduction-C1del-C2sub
kl,kl,accurate
kl,s,reduction-C1del-C2sub
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,s,reduction-C1del-C2sub
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kl,k,reduction-C1pres-C2del
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,kw,accurate
kw,w,reduction-C1del-C2pres
kw,kw,accurate
kw,k,reduction-C1pres-C2del
kw,k,reduction-C1pres-C2del
kw,kw,accurate
kw,k,reduction-C1pres-C2del
kw,k,reduction-C1pres-C2del
kw,kw,accurate
kw,k,reduction-C1pres-C2del
kw,k,reduction-C1pres-C2del
kɹ,k,reduction-C1pres-C2del
kɹ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,kw,substitution-C1pres-C2sub
kɾ,kw,substitution-C1pres-C2sub
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,kw,substitution-C1pres-C2sub
kɾ,kɹ,substitution-C1pres-C2sub
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,kw,substitution-C1pres-C2sub
kɾ,kw,substitution-C1pres-C2sub
kɾ,kʌw,epenthesis
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
kɾ,k,reduction-C1pres-C2del
lj,d,reduction-C1sub-C2del
lj,bj,substitution-C1sub-C2pres
lj,l,reduction-C1pres-C2del
lj,l,reduction-C1pres-C2del
lj,bj,substitution-C1sub-C2pres
lj,j,reduction-C1del-C2pres
lj,bj,substitution-C1sub-C2pres
lj,l̪,reduction-C1sub-C2del
lj,n,reduction-C1sub-C2del
lj,d,reduction-C1sub-C2del
lj,b,reduction-C1sub-C2del
lj,nj,substitution-C1sub-C2pres
lj,v,reduction-C1sub-C2del
lj,m,reduction-C1sub-C2del
lj,ɲ,reduction-C1del-C2sub
lw,w,reduction-C1del-C2pres
lw,w,reduction-C1del-C2pres
lw,l,reduction-C1pres-C2del
lw,l,reduction-C1pres-C2del
mj,mj,accurate
mj,mj,accurate
mj,m,reduction-C1pres-C2del
mj,mj,accurate
mj,mij,epenthesis
mj,n,reduction-C1sub-C2del
mj,mj,accurate
mj,mij,epenthesis
mj,m,reduction-C1pres-C2del
mj,mj,accurate
mj,mj,accurate
mj,m,reduction-C1pres-C2del
mj,mj,accurate
mj,m,reduction-C1pres-C2del
mj,m,reduction-C1pres-C2del
mw,m,reduction-C1pres-C2del
mw,n,reduction-C1sub-C2del
mw,m,reduction-C1pres-C2del
mw,mw,accurate
mw,bw,substitution-C1sub-C2pres
mw,bw,substitution-C1sub-C2pres
mw,m,reduction-C1pres-C2del
mw,m,reduction-C1pres-C2del
mw,m,reduction-C1pres-C2del
mw,mw,accurate
mw,m,reduction-C1pres-C2del
mw,m,reduction-C1pres-C2del
mw,m,reduction-C1pres-C2del
mw,m,reduction-C1pres-C2del
mw,m,reduction-C1pres-C2del
nj,nj,accurate
nj,ɲ,reduction-C1del-C2sub
nj,nj,accurate
nj,ɲj,substitution-C1sub-C2pres
nj,j̃,reduction-C1del-C2sub
nj,ɲ,reduction-C1del-C2sub
nj,nj,accurate
nj,ɲ,reduction-C1del-C2sub
nj,∅,deletion
nj,m,reduction-C1sub-C2del
nw,nw,accurate
nw,n,reduction-C1pres-C2del
nw,n,reduction-C1pres-C2del
nw,nw,accurate
nw,n,reduction-C1pres-C2del
nw,d,reduction-C1sub-C2del
nw,n,reduction-C1pres-C2del
nw,n,reduction-C1pres-C2del
nw,n,reduction-C1pres-C2del
nw,n,reduction-C1pres-C2del
nw,n,reduction-C1pres-C2del
nw,l,reduction-C1sub-C2del
nw,m,reduction-C1sub-C2del
nw,m,reduction-C1sub-C2del
nw,w,reduction-C1del-C2pres
pj,pj,accurate
pj,pj,accurate
pj,p,reduction-C1pres-C2del
pj,tij,epenthesis
pj,pj,accurate
pj,pj,accurate
pj,pi,epenthesis
pj,pij,epenthesis
pj,pj,accurate
pj,pj,accurate
pj,pij,epenthesis
pj,p,reduction-C1pres-C2del
pj,pij,epenthesis
pj,pj,accurate
pj,pj,accurate
pj,∅,deletion
pj,pij,epenthesis
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,pij,epenthesis
pl,β,reduction-C1sub-C2del
pl,pw,substitution-C1pres-C2sub
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,pij,epenthesis
pl,p,reduction-C1pres-C2del
pl,p,reduction-C1pres-C2del
pl,pij,epenthesis
pl,b,reduction-C1sub-C2del
pl,p,reduction-C1pres-C2del
pl,pij,epenthesis
pw,pw,accurate
